Date,Open,High,Low,Close,Volume
2026-02-12,70.8,71.0,69.35,69.8,40928219.0
2026-02-13,69.1,71.4,68.65,70.35,49969181.0
2026-02-16,70.45,70.65,69.25,69.9,7346214.0
2026-02-20,69.9,70.45,67.7,67.7,13802979.0
2026-02-23,68.4,71.75,68.4,71.1,23965395.0
2026-02-24,69.9,70.8,68.6,69.4,51793107.0
2026-02-25,70.55,71.0,69.8,69.85,43679241.0
2026-02-26,70.65,70.65,67.6,67.6,56464703.0
2026-02-27,67.6,69.0,66.45,68.0,36167811.0
2026-03-02,66.6,67.6,64.55,64.6,91011720.0
2026-03-03,65.25,65.5,61.0,62.55,85167593.0
2026-03-04,61.0,63.2,60.7,61.25,60414856.0
2026-03-05,63.0,63.55,61.25,61.5,50672825.0
2026-03-06,61.65,63.6,61.1,61.8,70796224.0
2026-03-09,58.8,61.3,58.3,60.85,69946059.0
2026-03-10,62.35,64.2,61.8,64.2,58878832.0
2026-03-11,64.5,65.4,63.35,63.75,39428906.0
2026-03-12,63.1,65.6,62.4,63.1,41020368.0
2026-03-13,62.6,62.9,61.3,62.2,40672853.0
2026-03-16,61.85,64.15,60.5,62.5,53596361.0
2026-03-17,63.15,63.35,61.1,61.85,44776126.0
2026-03-18,62.3,62.7,61.1,61.7,38618450.0
2026-03-19,60.5,61.1,59.25,59.75,68178947.0
2026-03-20,59.75,60.45,56.3,56.9,86432962.0
